time, altitude, velocity
8.36,1.2472e+06,-12.339
8.37,1.2478e+06,-12.109
8.38,1.2484e+06,-11.994
8.39,1.249e+06,-12.224
8.396,1.2494e+06,-12.293
8.4,1.2496e+06,-12.339
8.41,1.2501e+06,-12.301
8.42,1.2505e+06,-12.109
8.43,1.251e+06,-12.339
8.439,1.2514e+06,-12.339
8.45,1.2522e+06,-12.339
8.46,1.2529e+06,-12.454
8.46,1.2529e+06,-12.454
8.47,1.2535e+06,-12.454
8.48,1.2542e+06,-12.339
8.482,1.2543e+06,-12.316
8.49,1.2549e+06,-12.224
8.5,1.2557e+06,-12.339
8.51,1.2564e+06,-12.416
8.52,1.2572e+06,-12.186
8.525,1.2575e+06,-12.205
8.53,1.2578e+06,-12.224
8.54,1.2583e+06,-12.454
8.55,1.2587e+06,-12.224
8.56,1.2592e+06,-12.339
8.568,1.2596e+06,-12.339
8.57,1.2596e+06,-12.339
8.58,1.2599e+06,-12.224
8.59,1.2602e+06,-12.454
8.6,1.2605e+06,-12.531
8.61,1.2608e+06,-12.531
8.611,1.2608e+06,-12.519
8.62,1.2616e+06,-12.416
8.63,1.2624e+06,-12.416
8.64,1.2633e+06,-12.301
8.65,1.2641e+06,-12.454
8.654,1.2644e+06,-12.439
8.66,1.2647e+06,-12.416
8.67,1.2652e+06,-12.339
8.68,1.2657e+06,-12.339
8.69,1.2662e+06,-12.339
8.697,1.2666e+06,-12.259
8.7,1.2667e+06,-12.224
8.71,1.2672e+06,-12.339
8.72,1.2677e+06,-11.994
8.73,1.2682e+06,-12.454
8.74,1.2687e+06,-12.224
8.75,1.2691e+06,-12.224
8.76,1.2696e+06,-12.339
8.77,1.27e+06,-11.994
8.78,1.2704e+06,-12.339
8.783,1.2706e+06,-12.339
8.79,1.2709e+06,-12.339
8.8,1.2713e+06,-12.339
8.81,1.2717e+06,-12.224
8.82,1.2721e+06,-11.803
8.826,1.2724e+06,-11.987
8.83,1.2726e+06,-12.109
8.84,1.2732e+06,-11.381
8.85,1.2737e+06,-11.994
8.86,1.2742e+06,-11.918
8.869,1.2747e+06,-12.09
8.87,1.2748e+06,-12.109
8.89,1.2757e+06,-12.148
8.89,1.2757e+06,-12.148
8.9,1.2761e+06,-12.148
8.91,1.2766e+06,-12.033
8.914,1.2768e+06,-12.063
8.92,1.2772e+06,-12.109
8.93,1.278e+06,-11.918
8.94,1.2788e+06,-11.994
8.95,1.2795e+06,-11.803
8.957,1.2801e+06,-11.883
8.96,1.2802e+06,-11.918
8.97,1.2807e+06,-11.994
8.98,1.2812e+06,-12.224
8.99,1.2817e+06,-12.339
9,1.2822e+06,-12.109
9.01,1.2826e+06,-12.224
9.02,1.2829e+06,-11.994
9.03,1.2832e+06,-12.224
9.04,1.2836e+06,-12.339
9.043,1.2837e+06,-12.27
9.05,1.2841e+06,-12.109
9.06,1.2846e+06,-12.224
9.07,1.2852e+06,-12.224
9.08,1.2858e+06,-12.224
9.086,1.2861e+06,-12.224
9.09,1.2863e+06,-12.224
9.1,1.2866e+06,-12.224
9.11,1.287e+06,-11.918
9.12,1.2873e+06,-11.994
9.13,1.2877e+06,-12.109
9.14,1.2881e+06,-12.109
9.15,1.2884e+06,-12.224
9.16,1.2888e+06,-12.109
9.17,1.2892e+06,-12.224
9.173,1.2893e+06,-12.293
9.18,1.2898e+06,-12.454
9.19,1.2905e+06,-12.224
9.2,1.2913e+06,-12.339
9.21,1.292e+06,-12.339
9.215,1.2923e+06,-12.224
9.22,1.2926e+06,-12.109
9.23,1.293e+06,-12.224
9.24,1.2935e+06,-12.339
9.25,1.2939e+06,-12.224
9.258,1.2943e+06,-12.469
9.26,1.2944e+06,-12.531
9.27,1.2949e+06,-12.454
9.28,1.2954e+06,-12.339
9.29,1.2958e+06,-12.339
9.3,1.2963e+06,-12.339
9.302,1.2964e+06,-12.293
9.31,1.2968e+06,-12.109
9.32,1.2973e+06,-12.109
9.33,1.2977e+06,-12.224
9.34,1.2982e+06,-12.339
9.346,1.2985e+06,-12.27
9.35,1.2987e+06,-12.224
9.36,1.2992e+06,-12.224
9.37,1.2998e+06,-12.339
9.38,1.3003e+06,-12.454
9.389,1.3008e+06,-12.351
9.39,1.3009e+06,-12.339
9.4,1.3013e+06,-12.339
9.41,1.3018e+06,-12.224
9.42,1.3023e+06,-12.224
9.43,1.3028e+06,-12.224
9.432,1.3029e+06,-12.224
9.44,1.3032e+06,-12.224
9.45,1.3035e+06,-12.339
9.46,1.3039e+06,-12.339
9.47,1.3042e+06,-12.224
9.475,1.3044e+06,-12.339
9.48,1.3046e+06,-12.454
9.49,1.3051e+06,-12.224
9.5,1.3056e+06,-12.339
9.5,1.3056e+06,-12.339
9.51,1.306e+06,-12.454
9.52,1.3065e+06,-12.109
9.53,1.3067e+06,-12.339
9.55,1.3071e+06,-12.109
9.55,1.3071e+06,-12.109
9.56,1.3074e+06,-12.454
9.563,1.3074e+06,-12.454
9.57,1.3079e+06,-12.454
9.58,1.3085e+06,-12.646
9.59,1.3092e+06,-12.531
9.6,1.3098e+06,-12.339
9.606,1.3102e+06,-12.339
9.61,1.3103e+06,-12.339
9.62,1.3107e+06,-12.339
9.63,1.311e+06,-12.224
9.64,1.3113e+06,-12.109
9.649,1.3116e+06,-12.006
9.65,1.3117e+06,-11.994
9.66,1.3122e+06,-12.224
9.67,1.3126e+06,-11.994
9.68,1.3131e+06,-12.109
9.69,1.3136e+06,-12.224
9.692,1.3137e+06,-12.27
9.7,1.3142e+06,-12.454
9.71,1.3147e+06,-12.454
9.72,1.3153e+06,-12.531
9.73,1.3159e+06,-12.339
9.735,1.3162e+06,-12.224
9.74,1.3164e+06,-12.109
9.75,1.3168e+06,-12.109
9.76,1.3172e+06,-11.688
9.77,1.3175e+06,-11.994
9.777,1.3178e+06,-11.619
9.78,1.318e+06,-11.458
9.79,1.3186e+06,-11.803
9.8,1.3193e+06,-11.994
9.81,1.32e+06,-11.994
9.82,1.3206e+06,-11.994
9.83,1.3209e+06,-12.224
9.84,1.3213e+06,-12.224
9.85,1.3216e+06,-12.224
9.86,1.3219e+06,-12.109
9.87,1.3222e+06,-12.224
9.874,1.3224e+06,-12.27
9.88,1.3225e+06,-12.339
9.89,1.3227e+06,-12.262
9.9,1.3229e+06,-11.994
9.91,1.3231e+06,-12.339
9.917,1.3233e+06,-12.339
9.92,1.3234e+06,-12.339
9.93,1.3239e+06,-12.033
9.94,1.3245e+06,-12.224
9.95,1.325e+06,-12.148
9.96,1.3255e+06,-12.263
9.97,1.3258e+06,-12.262
9.98,1.326e+06,-12.033
9.99,1.3263e+06,-12.033
10,1.3266e+06,-12.148
10.003,1.3267e+06,-12.113
10.01,1.3271e+06,-12.033
10.02,1.3276e+06,-12.033
10.03,1.3281e+06,-12.033
10.04,1.3287e+06,-11.841
10.046,1.329e+06,-11.634
10.05,1.3291e+06,-11.496
10.06,1.3294e+06,-11.918
10.07,1.3297e+06,-11.611
10.08,1.33e+06,-11.918
10.088,1.3303e+06,-11.918
10.09,1.3303e+06,-11.918
10.1,1.3306e+06,-12.033
10.11,1.3309e+06,-11.918
10.12,1.3312e+06,-12.148
10.13,1.3315e+06,-12.262
10.134,1.3317e+06,-12.201
10.14,1.332e+06,-12.109
10.15,1.3325e+06,-11.841
10.16,1.333e+06,-11.918
10.17,1.3335e+06,-11.841
10.177,1.3338e+06,-11.841
10.18,1.3339e+06,-11.841
10.19,1.3343e+06,-12.033
10.2,1.3347e+06,-12.148
10.21,1.3351e+06,-12.033
10.22,1.3355e+06,-12.263
10.23,1.3358e+06,-12.263
10.24,1.3362e+06,-12.262
10.25,1.3365e+06,-11.918
10.26,1.3368e+06,-12.148
10.263,1.3369e+06,-12.113
10.27,1.3373e+06,-12.033
10.28,1.3377e+06,-12.148
10.29,1.3382e+06,-12.033
10.3,1.3387e+06,-12.148
10.306,1.339e+06,-12.01
10.31,1.3391e+06,-11.918
10.32,1.3392e+06,-12.148
10.33,1.3394e+06,-11.841
10.34,1.3395e+06,-11.611
10.349,1.3397e+06,-11.611
10.35,1.3397e+06,-11.611
10.36,1.3402e+06,-11.918
10.37,1.3407e+06,-11.918
10.38,1.3411e+06,-11.918
10.39,1.3416e+06,-12.148
10.391,1.3416e+06,-12.136
10.4,1.3419e+06,-12.033
10.41,1.3422e+06,-12.148
10.42,1.3424e+06,-12.262
10.43,1.3427e+06,-12.148
10.434,1.3428e+06,-12.194
10.44,1.343e+06,-12.262
10.45,1.3433e+06,-12.033
10.46,1.3436e+06,-12.033
10.47,1.3439e+06,-11.918
10.477,1.3441e+06,-11.918
10.48,1.3442e+06,-11.918
10.49,1.3447e+06,-12.033
10.5,1.3452e+06,-11.726
10.51,1.3457e+06,-11.918
10.52,1.3462e+06,-11.841
10.53,1.3466e+06,-11.918
10.54,1.347e+06,-11.841
10.55,1.3474e+06,-11.611
10.56,1.3478e+06,-11.994
10.563,1.3479e+06,-11.971
10.57,1.3482e+06,-11.726
10.57,1.3482e+06,-11.726
10.58,1.3487e+06,-12.033
10.59,1.3492e+06,-12.033
10.6,1.3497e+06,-12.033
10.606,1.35e+06,-11.918
10.61,1.3501e+06,-11.841
10.62,1.3503e+06,-11.611
10.63,1.3506e+06,-11.841
10.64,1.3509e+06,-11.726
10.649,1.3511e+06,-11.726
10.66,1.3512e+06,-11.918
10.66,1.3512e+06,-11.918
10.67,1.3512e+06,-12.033
10.68,1.3512e+06,-12.148
10.69,1.3512e+06,-12.262
10.692,1.3512e+06,-12.24
10.7,1.3517e+06,-12.148
10.71,1.3523e+06,-12.033
10.72,1.3529e+06,-11.841
10.73,1.3535e+06,-12.148
10.737,1.3539e+06,-12.148
10.74,1.354e+06,-12.148
10.75,1.3543e+06,-12.033
10.76,1.3547e+06,-11.841
10.77,1.355e+06,-11.841
10.78,1.3553e+06,-11.726
10.79,1.3557e+06,-11.841
10.8,1.3561e+06,-11.726
10.81,1.3564e+06,-11.381
10.82,1.3568e+06,-11.841
10.823,1.3569e+06,-11.841
10.84,1.3575e+06,-11.841
10.84,1.3575e+06,-11.841
10.85,1.3579e+06,-11.841
10.86,1.3583e+06,-11.841
10.865,1.3585e+06,-11.783
10.87,1.3585e+06,-11.726
10.88,1.3586e+06,-11.918
10.89,1.3587e+06,-12.148
10.9,1.3588e+06,-11.879
10.908,1.3589e+06,-11.91
10.91,1.359e+06,-11.918
10.92,1.3594e+06,-11.956
10.93,1.3599e+06,-11.918
10.94,1.3603e+06,-11.764
10.95,1.3608e+06,-11.879
10.951,1.3608e+06,-11.845
10.96,1.3611e+06,-11.534
10.97,1.3614e+06,-11.496
10.98,1.3618e+06,-11.726
10.99,1.3621e+06,-11.918
10.994,1.3622e+06,-12.01
11,1.3624e+06,-12.148
11.02,1.3629e+06,-11.956
11.02,1.3629e+06,-11.956
11.03,1.3632e+06,-12.148
11.037,1.3634e+06,-12.094
11.04,1.3634e+06,-12.071
11.05,1.3635e+06,-12.071
11.06,1.3635e+06,-11.764
11.07,1.3636e+06,-11.918
11.08,1.3637e+06,-11.764
11.09,1.3641e+06,-11.841
11.1,1.3646e+06,-11.228
11.11,1.3651e+06,-11.649
11.12,1.3656e+06,-11.611
11.123,1.3657e+06,-11.68
11.13,1.3659e+06,-11.841
11.14,1.3662e+06,-11.918
11.15,1.3665e+06,-11.649
11.16,1.3669e+06,-11.918
11.165,1.367e+06,-11.898
11.17,1.3672e+06,-11.879
11.18,1.3675e+06,-12.033
11.19,1.3678e+06,-11.649
11.2,1.3681e+06,-11.534
11.208,1.3684e+06,-11.626
11.21,1.3684e+06,-11.649
11.22,1.3687e+06,-11.764
11.23,1.369e+06,-11.534
11.24,1.3693e+06,-11.611
11.25,1.3695e+06,-11.649
11.251,1.3696e+06,-11.619
11.26,1.3697e+06,-11.343
11.27,1.3699e+06,-11.611
11.28,1.3702e+06,-11.343
11.29,1.3704e+06,-11.304
11.294,1.3704e+06,-11.35
11.3,1.3705e+06,-11.419
11.31,1.3707e+06,-11.534
11.32,1.3708e+06,-11.764
11.33,1.371e+06,-11.764
11.339,1.3711e+06,-11.385
11.34,1.3712e+06,-11.343
11.35,1.3715e+06,-11.228
11.36,1.3718e+06,-11.649
11.37,1.3721e+06,-11.649
11.38,1.3724e+06,-11.764
11.382,1.3725e+06,-11.787
11.39,1.3726e+06,-11.879
11.4,1.3727e+06,-11.764
11.41,1.3728e+06,-11.419
11.42,1.3729e+06,-11.534
11.425,1.373e+06,-11.534
11.43,1.3732e+06,-11.534
11.44,1.3737e+06,-11.764
11.45,1.3741e+06,-11.956
11.46,1.3746e+06,-11.419
11.468,1.375e+06,-11.511
11.47,1.375e+06,-11.534
11.48,1.3751e+06,-11.534
11.49,1.3752e+06,-11.649
11.5,1.3753e+06,-11.419
11.51,1.3754e+06,-11.764
11.511,1.3754e+06,-11.764
11.52,1.3759e+06,-11.764
11.53,1.3764e+06,-11.649
11.54,1.3768e+06,-11.649
11.55,1.3773e+06,-11.343
11.554,1.3775e+06,-11.373
11.56,1.3776e+06,-11.419
11.57,1.3778e+06,-11.649
11.58,1.3779e+06,-11.649
11.59,1.3781e+06,-11.764
11.596,1.3782e+06,-11.695
11.6,1.3783e+06,-11.649
11.61,1.3786e+06,-11.343
11.61,1.3786e+06,-11.343
11.63,1.3792e+06,-11.419
11.63,1.3792e+06,-11.419
11.639,1.3795e+06,-11.73
11.64,1.3795e+06,-11.764
11.65,1.3797e+06,-11.419
11.66,1.3799e+06,-11.419
11.67,1.38e+06,-11.534
11.68,1.3802e+06,-11.534
11.682,1.3803e+06,-11.534
11.69,1.3805e+06,-11.534
11.71,1.3813e+06,-11.534
11.71,1.3813e+06,-11.534
11.725,1.3818e+06,-11.534
11.73,1.382e+06,-11.534
11.73,1.382e+06,-11.534
11.74,1.3822e+06,-11.075
11.75,1.3825e+06,-11.228
11.76,1.3827e+06,-11.419
11.768,1.3829e+06,-11.511
11.77,1.3829e+06,-11.534
11.78,1.3831e+06,-11.343
11.79,1.3832e+06,-11.228
11.8,1.3833e+06,-11.343
11.81,1.3835e+06,-11.075
11.811,1.3835e+06,-11.09
11.82,1.3838e+06,-11.228
11.83,1.3842e+06,-11.419
11.84,1.3846e+06,-11.534
11.854,1.3851e+06,-11.454
11.86,1.3852e+06,-11.419
11.86,1.3852e+06,-11.419
11.87,1.3854e+06,-11.419
11.88,1.3856e+06,-11.534
11.89,1.3858e+06,-11.419
11.899,1.386e+06,-11.247
11.9,1.386e+06,-11.228
11.91,1.3861e+06,-10.96
11.92,1.3862e+06,-11.075
11.93,1.3863e+06,-11.228
11.94,1.3864e+06,-11.343
11.942,1.3864e+06,-11.32
11.95,1.3864e+06,-11.228
11.96,1.3863e+06,-11.534
11.97,1.3863e+06,-11.343
11.98,1.3862e+06,-11.419
11.985,1.3862e+06,-11.381
11.99,1.3864e+06,-11.343
12,1.387e+06,-11.075
12.01,1.3875e+06,-10.96
12.02,1.3881e+06,-11.343
12.028,1.3885e+06,-11.404
12.03,1.3885e+06,-11.419
12.04,1.3886e+06,-11.534
12.05,1.3888e+06,-11.343
12.06,1.3889e+06,-10.96
12.07,1.389e+06,-11.075
12.071,1.389e+06,-11.063
12.08,1.3892e+06,-10.96
12.09,1.3894e+06,-11.343
12.1,1.3897e+06,-11.228
12.11,1.3899e+06,-11.343
12.114,1.39e+06,-11.297
12.12,1.3902e+06,-11.228
12.13,1.3905e+06,-11.228
12.14,1.3908e+06,-10.845
12.15,1.3911e+06,-10.845
12.156,1.3913e+06,-11.075
12.16,1.3913e+06,-11.228
12.17,1.3914e+06,-11.649
12.18,1.3915e+06,-11.956
12.19,1.3917e+06,-11.649
12.199,1.3918e+06,-11.546
12.2,1.3918e+06,-11.534
12.21,1.3919e+06,-11.075
12.22,1.3919e+06,-11.075
12.23,1.392e+06,-10.883
12.24,1.3921e+06,-11.573
12.242,1.3921e+06,-11.588
12.25,1.3924e+06,-11.649
12.26,1.3928e+06,-11.649
12.27,1.3931e+06,-11.879
12.28,1.3935e+06,-11.534
12.285,1.3936e+06,-11.381
12.29,1.3937e+06,-11.228
12.3,1.3937e+06,-11.228
12.31,1.3938e+06,-11.419
12.32,1.3939e+06,-11.075
12.328,1.3939e+06,-11.075
12.33,1.394e+06,-11.075
12.34,1.3944e+06,-11.075
12.35,1.3947e+06,-11.228
12.36,1.3951e+06,-11.075
12.37,1.3955e+06,-11.228
12.371,1.3955e+06,-11.239
12.38,1.3956e+06,-11.343
12.39,1.3956e+06,-11.228
12.4,1.3957e+06,-11.343
12.41,1.3958e+06,-11.228
12.414,1.3958e+06,-11.167
12.42,1.3959e+06,-11.075
12.43,1.396e+06,-11.075
12.44,1.3961e+06,-11.075
12.45,1.3962e+06,-10.883
12.457,1.3963e+06,-11.017
12.46,1.3963e+06,-11.075
12.47,1.3965e+06,-11.075
12.48,1.3967e+06,-11.151
12.49,1.3969e+06,-11.343
12.5,1.397e+06,-11.228
12.502,1.3971e+06,-11.174
12.51,1.397e+06,-10.96
12.52,1.397e+06,-10.845
12.53,1.3969e+06,-11.075
12.54,1.3969e+06,-10.998
12.546,1.3969e+06,-10.906
12.55,1.397e+06,-10.845
12.56,1.3973e+06,-11.075
12.57,1.3976e+06,-11.075
12.58,1.3979e+06,-10.998
12.589,1.3981e+06,-10.86
12.59,1.3982e+06,-10.845
12.6,1.3985e+06,-11.151
12.61,1.3988e+06,-11.381
12.62,1.399e+06,-11.228
12.63,1.3993e+06,-11.228
12.64,1.3994e+06,-11.419
12.64,1.3994e+06,-11.419
12.65,1.3994e+06,-10.96
12.66,1.3995e+06,-10.96
12.67,1.3995e+06,-10.96
12.674,1.3995e+06,-10.898
12.68,1.3996e+06,-10.806
12.69,1.3997e+06,-10.96
12.7,1.3999e+06,-11.228
12.717,1.4001e+06,-11.228
12.72,1.4001e+06,-11.228
12.72,1.4001e+06,-11.228
12.73,1.4002e+06,-11.266
12.74,1.4003e+06,-10.883
12.75,1.4004e+06,-11.075
12.76,1.4005e+06,-10.998
12.77,1.4006e+06,-11.343
12.78,1.4006e+06,-11.228
12.79,1.4007e+06,-11.228
12.8,1.4008e+06,-11.151
12.803,1.4008e+06,-11.105
12.81,1.401e+06,-10.998
12.82,1.4012e+06,-10.883
12.83,1.4014e+06,-10.883
12.846,1.4017e+06,-10.822
12.85,1.4017e+06,-10.845
12.85,1.4017e+06,-10.845
12.86,1.4016e+06,-10.96
12.87,1.4016e+06,-11.228
12.88,1.4015e+06,-11.075
12.889,1.4015e+06,-11.075
12.89,1.4015e+06,-11.075
12.9,1.4017e+06,-10.883
12.92,1.402e+06,-11.075
12.92,1.402e+06,-11.075
12.93,1.4022e+06,-11.151
12.932,1.4022e+06,-11.19
12.94,1.4025e+06,-11.343
12.95,1.4028e+06,-10.806
12.96,1.4032e+06,-10.883
12.97,1.4036e+06,-11.343
12.975,1.4038e+06,-11.362
12.98,1.4038e+06,-11.381
12.99,1.4038e+06,-10.998
13,1.4038e+06,-10.883
13.01,1.4038e+06,-10.806
13.018,1.4038e+06,-10.96
13.02,1.4037e+06,-10.998
13.03,1.4036e+06,-10.883
13.04,1.4036e+06,-10.998
13.05,1.4035e+06,-10.806
13.06,1.4034e+06,-11.266
13.061,1.4034e+06,-11.278
13.07,1.4036e+06,-11.381
13.08,1.4039e+06,-11.458
13.09,1.4041e+06,-10.998
13.1,1.4044e+06,-10.998
13.106,1.4045e+06,-10.929
13.11,1.4046e+06,-10.883
13.12,1.4047e+06,-10.883
13.13,1.4048e+06,-10.806
13.14,1.4049e+06,-10.883
13.149,1.4049e+06,-10.986
13.15,1.405e+06,-10.998
13.16,1.4051e+06,-10.883
13.17,1.4053e+06,-10.883
13.18,1.4054e+06,-10.883
13.19,1.4056e+06,-11.151
13.192,1.4056e+06,-11.121
13.2,1.4057e+06,-10.998
13.21,1.4058e+06,-10.998
13.22,1.4058e+06,-10.998
13.23,1.4059e+06,-11.266
13.235,1.4059e+06,-11.075
13.24,1.4059e+06,-10.883
13.25,1.4059e+06,-10.806
13.26,1.4058e+06,-10.691
13.27,1.4058e+06,-10.691
13.278,1.4057e+06,-10.937
13.28,1.4058e+06,-10.998
13.29,1.4059e+06,-10.691
13.3,1.406e+06,-10.691
13.31,1.4062e+06,-10.998
13.32,1.4063e+06,-10.998
13.321,1.4063e+06,-10.986
13.33,1.4064e+06,-10.883
13.34,1.4066e+06,-10.883
13.35,1.4067e+06,-10.883
13.36,1.4069e+06,-10.806
13.364,1.4069e+06,-10.76
13.37,1.4068e+06,-10.691
13.38,1.4067e+06,-10.883
13.39,1.4066e+06,-11.151
13.4,1.4064e+06,-11.381
13.407,1.4063e+06,-11.301
13.41,1.4064e+06,-11.266
13.42,1.4067e+06,-11.266
13.43,1.407e+06,-11.266
13.44,1.4072e+06,-10.883
13.449,1.4075e+06,-11.124
13.45,1.4075e+06,-11.151
13.46,1.4075e+06,-10.883
13.47,1.4075e+06,-11.151
13.48,1.4074e+06,-11.266
13.49,1.4074e+06,-11.458
13.492,1.4074e+06,-11.442
13.5,1.4074e+06,-11.381
13.51,1.4074e+06,-11.381
13.52,1.4073e+06,-11.458
13.53,1.4073e+06,-10.883
13.535,1.4073e+06,-10.94
13.54,1.4073e+06,-10.998
13.55,1.4073e+06,-10.883
13.56,1.4074e+06,-11.151
13.57,1.4074e+06,-10.998
13.578,1.4074e+06,-10.998
13.58,1.4074e+06,-10.998
13.59,1.4074e+06,-10.806
13.6,1.4074e+06,-10.998
13.61,1.4074e+06,-10.998
13.62,1.4074e+06,-10.691
13.621,1.4074e+06,-10.703
13.63,1.4075e+06,-10.806
13.64,1.4077e+06,-10.883
13.65,1.4078e+06,-11.151
13.66,1.4079e+06,-11.151
13.666,1.408e+06,-11.22
13.67,1.408e+06,-11.266
13.68,1.4082e+06,-11.151
13.68,1.4082e+06,-11.151
13.69,1.4083e+06,-11.151
13.709,1.4085e+06,-11.151
13.71,1.4085e+06,-11.151
13.72,1.4086e+06,-11.151
13.72,1.4086e+06,-11.151
13.73,1.4088e+06,-11.381
13.74,1.4089e+06,-10.998
13.75,1.409e+06,-10.806
13.752,1.4091e+06,-10.845
13.76,1.4091e+06,-10.998
13.77,1.4091e+06,-10.883
13.78,1.4091e+06,-10.883
13.79,1.4091e+06,-11.151
13.795,1.4091e+06,-11.075
13.8,1.409e+06,-10.998
13.81,1.4089e+06,-10.998
13.82,1.4087e+06,-10.883
13.83,1.4086e+06,-11.266
13.838,1.4085e+06,-11.052
13.84,1.4085e+06,-10.998
13.85,1.4086e+06,-10.998
13.86,1.4086e+06,-10.806
13.87,1.4087e+06,-10.883
13.88,1.4088e+06,-11.266
13.881,1.4088e+06,-11.266
13.89,1.409e+06,-11.266
13.9,1.4092e+06,-11.266
13.91,1.4094e+06,-11.151
13.92,1.4097e+06,-10.998
13.924,1.4098e+06,-10.998
13.93,1.4097e+06,-10.998
13.94,1.4095e+06,-11.266
13.95,1.4093e+06,-10.883
13.96,1.4091e+06,-11.266
13.967,1.409e+06,-11.078
13.97,1.409e+06,-10.998
13.98,1.4092e+06,-10.998
13.99,1.4093e+06,-10.883
14,1.4094e+06,-10.806
14.01,1.4096e+06,-10.883
14.02,1.4095e+06,-10.883
14.03,1.4094e+06,-11.151
14.04,1.4094e+06,-10.998
14.05,1.4093e+06,-11.151
14.053,1.4093e+06,-11.186
14.06,1.4093e+06,-11.266
14.07,1.4094e+06,-11.381
14.08,1.4095e+06,-10.998
14.09,1.4096e+06,-11.266
14.096,1.4097e+06,-11.266
14.1,1.4097e+06,-11.266
14.11,1.4097e+06,-11.266
14.12,1.4098e+06,-11.151
14.13,1.4098e+06,-11.151
14.138,1.4099e+06,-11.151
14.14,1.4099e+06,-11.151
14.15,1.4099e+06,-11.151
14.16,1.4099e+06,-10.883
14.17,1.4099e+06,-11.151
14.18,1.4099e+06,-10.998
14.181,1.4099e+06,-11.025
14.19,1.4099e+06,-11.266
14.2,1.4099e+06,-11.458
14.21,1.4099e+06,-11.266
14.22,1.4099e+06,-10.998
14.227,1.41e+06,-11.105
14.23,1.41e+06,-11.151
14.24,1.41e+06,-11.151
14.25,1.41e+06,-10.998
14.26,1.41e+06,-10.883
14.27,1.41e+06,-10.998
14.28,1.4098e+06,-11.381
14.29,1.4097e+06,-11.381
14.3,1.4096e+06,-10.998
14.31,1.4094e+06,-11.266
14.313,1.4094e+06,-11.186
14.32,1.4094e+06,-10.998
14.33,1.4094e+06,-11.151
14.34,1.4094e+06,-10.883
14.35,1.4094e+06,-11.151
14.356,1.4094e+06,-11.22
