times, alts, vels, leftVel, rightVel, accels, rollAxisGrav, yawAxisGrav, pitchAxisGrav, rollAxisLin, yawAxisLin, pitchAxisLin, rollAxisGyro, yawAxisGyro, pitchAxisGyro, roll, yaw, pitch, vSPP, encPos, encPosCmd, limit_out, limit_in, encMax, encMin
64211681,25.240,0.451,-0.030,0.438,0.013120,0.010,0.090,9.800,0.000,0.000,-0.030,0.0000,0.0033,0.0022,254.938,-0.500,0.062,231.360,-11,0,1,1,240,0,60
64213119,25.240,0.331,0.000,0.320,0.011610,0.010,0.090,9.800,0.030,0.000,0.000,-0.0011,0.0011,-0.0022,254.938,-0.500,0.062,231.360,-11,0,1,1,240,0,60
64214418,25.240,0.205,0.060,0.194,0.010845,0.010,0.090,9.800,0.030,0.010,0.060,-0.0011,0.0011,-0.0033,254.938,-0.500,0.062,231.360,-11,0,1,1,240,0,60
64215678,25.544,0.316,0.070,0.305,0.011233,0.010,0.090,9.800,0.000,0.000,0.070,-0.0022,0.0000,-0.0022,254.938,-0.500,0.062,231.325,-11,0,1,1,240,0,60
64217135,25.544,0.418,-0.010,0.407,0.010772,0.010,0.090,9.800,-0.020,0.010,-0.010,0.0000,0.0011,0.0000,254.938,-0.500,0.062,231.325,-11,0,1,1,240,0,60
64218443,25.544,0.512,0.020,0.502,0.009806,0.010,0.090,9.800,-0.020,-0.010,0.020,-0.0022,-0.0011,0.0000,254.938,-0.500,0.062,231.325,-11,0,1,1,240,0,60
64220537,25.571,0.630,0.090,0.620,0.010520,0.010,0.090,9.800,-0.010,-0.020,0.090,0.0011,0.0033,-0.0022,254.938,-0.500,0.062,231.322,-11,0,1,1,240,0,60
64222043,25.571,0.739,-0.000,0.728,0.010727,0.010,0.090,9.800,0.000,-0.040,0.000,0.0000,0.0044,0.0000,254.938,-0.500,0.062,231.322,-11,0,1,1,240,0,60
64251973,25.163,0.417,-0.000,0.407,0.009602,0.020,0.090,9.800,0.040,-0.020,0.000,0.0111,0.0278,-0.0122,254.562,-0.500,0.125,231.369,-11,0,1,1,240,0,60
64267425,25.308,0.251,-0.011,0.244,0.007921,0.020,0.090,9.800,-0.060,-0.050,-0.010,0.0100,0.0789,-0.0133,254.438,-0.500,0.125,231.352,-11,0,1,1,240,0,60
64268797,25.336,0.180,0.050,0.172,0.007863,0.020,0.090,9.800,0.160,-0.030,0.050,0.0000,0.0689,-0.0056,254.438,-0.500,0.125,231.349,-11,0,1,1,240,0,60
64270124,25.336,0.128,0.070,0.121,0.007357,0.020,0.090,9.800,0.210,-0.010,0.070,-0.0033,0.0411,0.0033,254.375,-0.500,0.125,231.349,-11,0,1,1,240,0,60
64271254,25.336,0.089,0.140,0.082,0.006859,0.020,0.090,9.800,0.070,-0.040,0.140,-0.0100,0.0144,0.0100,254.375,-0.500,0.125,231.349,-11,0,1,1,240,0,60
64272698,25.177,0.016,-0.010,0.008,0.007406,0.020,0.090,9.800,0.150,0.000,-0.010,-0.0233,-0.0167,0.0156,254.375,-0.500,0.125,231.368,-11,0,1,1,240,0,60
64274173,25.177,-0.018,0.050,-0.025,0.007350,0.020,0.090,9.800,0.080,0.030,0.050,-0.0167,-0.0378,0.0122,254.438,-0.500,0.062,231.368,-11,0,1,1,240,0,60
64275319,25.177,-0.044,0.071,-0.051,0.006959,0.020,0.080,9.800,0.060,0.060,0.070,-0.0156,-0.0400,0.0111,254.438,-0.500,0.062,231.368,-11,0,1,1,240,0,60
64276630,25.190,-0.081,0.050,-0.088,0.007402,0.020,0.080,9.800,0.000,0.040,0.050,-0.0067,-0.0356,0.0067,254.500,-0.500,0.062,231.366,-11,0,1,1,240,0,60
64278186,25.190,-0.114,0.020,-0.122,0.008162,0.020,0.080,9.800,-0.040,0.000,0.020,-0.0022,-0.0456,0.0089,254.500,-0.500,0.062,231.366,-11,0,1,1,240,0,60
64279561,25.281,-0.120,0.060,-0.129,0.008325,0.020,0.080,9.800,-0.110,0.080,0.060,-0.0044,-0.0533,0.0044,254.562,-0.500,0.062,231.356,-11,0,1,1,240,0,60
64280739,25.281,-0.128,0.060,-0.136,0.008215,0.020,0.080,9.800,-0.090,0.050,0.060,-0.0056,-0.0478,0.0011,254.625,-0.500,0.062,231.356,-11,0,1,1,240,0,60
64281993,25.281,-0.136,0.000,-0.144,0.008155,0.020,0.080,9.800,0.000,0.000,0.000,-0.0033,-0.0333,0.0056,254.625,-0.500,0.062,231.356,-11,0,1,1,240,0,60
64283391,25.336,-0.123,-0.000,-0.131,0.008089,0.020,0.080,9.800,-0.010,-0.010,0.000,-0.0011,-0.0156,0.0022,254.625,-0.500,0.062,231.349,-11,0,1,1,240,0,60
64284695,25.336,-0.112,0.050,-0.120,0.007268,0.010,0.080,9.800,-0.020,0.010,0.050,0.0000,0.0000,0.0000,254.625,-0.500,0.062,231.349,-11,0,1,1,240,0,60
64286080,25.336,-0.101,0.100,-0.108,0.007634,0.010,0.080,9.800,-0.020,0.050,0.100,-0.0022,0.0033,-0.0011,254.625,-0.500,0.062,231.349,-11,0,1,1,240,0,60
64287451,25.115,-0.146,0.001,-0.154,0.008396,0.010,0.080,9.800,-0.040,0.070,0.000,-0.0022,0.0000,-0.0011,254.625,-0.500,0.062,231.375,-11,0,1,1,240,0,60
64288748,25.115,-0.192,0.031,-0.201,0.009424,0.010,0.080,9.800,-0.050,0.110,0.030,-0.0011,-0.0011,0.0011,254.625,-0.500,0.062,231.375,-11,0,1,1,240,0,60
64290238,25.093,-0.223,0.081,-0.233,0.009987,0.010,0.080,9.800,-0.010,0.120,0.080,-0.0022,0.0022,-0.0022,254.625,-0.500,0.062,231.377,-11,0,1,1,240,0,60
64291600,25.093,-0.254,0.021,-0.264,0.009878,0.010,0.080,9.800,0.000,0.070,0.020,0.0000,0.0000,0.0022,254.625,-0.500,0.062,231.377,-11,0,1,1,240,0,60
64292998,25.093,-0.288,0.040,-0.297,0.009116,0.010,0.080,9.800,0.010,0.040,0.040,-0.0022,-0.0022,0.0011,254.625,-0.500,0.062,231.377,-11,0,1,1,240,0,60
64294456,25.469,-0.265,0.080,-0.274,0.009059,0.010,0.080,9.800,0.010,0.060,0.080,0.0000,-0.0011,-0.0033,254.625,-0.500,0.062,231.334,-11,0,1,1,240,0,60
64295854,25.469,-0.242,0.130,-0.252,0.010233,0.010,0.080,9.800,0.020,0.040,0.130,-0.0011,-0.0011,-0.0011,254.625,-0.500,0.062,231.334,-11,0,1,1,240,0,60
64297384,25.281,-0.275,-0.029,-0.285,0.010310,0.010,0.080,9.800,0.020,0.080,-0.030,-0.0011,-0.0011,0.0022,254.625,-0.500,0.062,231.356,-11,0,1,1,240,0,60
64298703,25.281,-0.318,0.001,-0.327,0.009328,0.010,0.080,9.800,0.000,0.080,0.000,0.0000,0.0000,0.0011,254.625,-0.500,0.062,231.356,-11,0,1,1,240,0,60
64300279,25.281,-0.374,0.101,-0.384,0.009582,0.010,0.080,9.800,-0.020,0.090,0.100,-0.0022,0.0011,0.0000,254.625,-0.500,0.062,231.356,-11,0,1,1,240,0,60
64301636,25.267,-0.352,0.101,-0.362,0.010393,0.010,0.080,9.800,-0.030,0.080,0.100,-0.0033,-0.0033,-0.0022,254.625,-0.500,0.062,231.357,-11,0,1,1,240,0,60
64303045,25.267,-0.321,0.051,-0.332,0.010746,0.010,0.080,9.800,0.000,0.080,0.050,-0.0022,-0.0011,-0.0011,254.625,-0.500,0.062,231.357,-11,0,1,1,240,0,60
64304617,25.226,-0.280,0.090,-0.291,0.011478,0.010,0.080,9.800,0.020,0.070,0.090,-0.0033,-0.0022,0.0011,254.625,-0.500,0.062,231.362,-11,0,1,1,240,0,60
64305804,25.226,-0.183,0.091,-0.196,0.012556,0.010,0.080,9.800,0.050,0.100,0.090,-0.0033,-0.0033,0.0011,254.625,-0.500,0.062,231.362,-11,0,1,1,240,0,60
64307521,25.226,0.045,0.001,0.032,0.013016,0.010,0.080,9.800,0.010,0.090,0.000,-0.0022,0.0000,0.0022,254.625,-0.500,0.062,231.362,-11,0,1,1,240,0,60
64308824,25.317,0.013,0.020,0.001,0.012113,0.010,0.080,9.800,0.000,0.050,0.020,0.0000,0.0000,-0.0011,254.625,-0.500,0.062,231.351,-11,0,1,1,240,0,60
64310341,25.317,0.065,0.100,0.053,0.012336,0.010,0.080,9.800,-0.040,0.040,0.100,-0.0011,0.0011,-0.0011,254.625,-0.500,0.062,231.351,-11,0,1,1,240,0,60
64311709,25.108,0.037,0.040,0.024,0.013094,0.010,0.080,9.800,-0.020,0.050,0.040,0.0000,0.0000,0.0011,254.625,-0.500,0.062,231.376,-11,0,1,1,240,0,60
64313129,25.108,0.015,0.031,0.002,0.012765,0.010,0.080,9.800,0.020,0.090,0.030,-0.0011,-0.0011,0.0000,254.625,-0.500,0.062,231.376,-11,0,1,1,240,0,60
64314673,25.108,-0.000,0.071,-0.013,0.012858,0.010,0.080,9.800,0.050,0.090,0.070,-0.0011,0.0011,0.0011,254.625,-0.500,0.062,231.376,-11,0,1,1,240,0,60
64315860,25.220,-0.031,0.071,-0.044,0.013274,0.010,0.080,9.800,0.010,0.120,0.070,0.0000,0.0000,0.0000,254.625,-0.500,0.062,231.363,-11,0,1,1,240,0,60
64317408,25.220,-0.063,-0.009,-0.076,0.012873,0.010,0.080,9.800,-0.020,0.100,-0.010,-0.0011,0.0044,-0.0033,254.625,-0.500,0.062,231.363,-11,0,1,1,240,0,60
64318863,25.254,-0.083,0.051,-0.094,0.011700,0.010,0.080,9.800,-0.040,0.090,0.050,0.0000,0.0000,0.0022,254.625,-0.500,0.062,231.359,-11,0,1,1,240,0,60
64320242,25.254,-0.099,-0.230,-0.109,0.009694,0.020,0.080,9.800,0.520,-0.170,-0.230,0.0011,0.0000,0.0011,254.625,-0.500,0.062,231.359,-11,0,1,1,240,0,60
64321606,25.254,-0.118,-0.189,-0.125,0.007019,0.020,0.080,9.800,0.400,0.040,-0.190,0.0000,0.0078,0.0011,254.625,-0.500,0.062,231.359,-11,0,1,1,240,0,60
64323008,25.102,-0.162,-0.058,-0.166,0.004495,0.020,0.080,9.800,-0.320,0.330,-0.060,0.0044,0.0100,0.0022,254.625,-0.500,0.062,231.376,-11,0,1,1,240,0,60
64324872,25.102,-0.199,0.211,-0.204,0.004558,0.020,0.080,9.800,-0.520,0.270,0.210,0.0000,-0.0067,0.0000,254.625,-0.500,0.062,231.376,-11,0,1,1,240,0,60
64326206,25.212,-0.183,0.091,-0.188,0.005510,0.020,0.080,9.800,-0.090,0.150,0.090,-0.0011,-0.0178,0.0011,254.625,-0.500,0.062,231.364,-11,0,1,1,240,0,60
64327732,25.212,-0.142,-0.039,-0.146,0.004796,0.020,0.080,9.800,0.130,0.060,-0.040,-0.0011,-0.0144,0.0000,254.688,-0.500,0.062,231.364,-11,0,1,1,240,0,60
64329297,25.212,-0.098,-0.010,-0.101,0.003337,0.020,0.080,9.800,0.270,-0.020,-0.010,-0.0022,-0.0044,-0.0011,254.688,-0.500,0.062,231.364,-11,0,1,1,240,0,60
64330455,25.295,-0.016,0.051,-0.019,0.002789,0.020,0.080,9.800,0.320,-0.010,0.050,-0.0044,0.0044,0.0000,254.688,-0.500,0.062,231.354,-11,0,1,1,240,0,60
64331795,25.295,-0.030,0.030,-0.033,0.003194,0.020,0.080,9.800,0.250,-0.010,0.030,0.0011,0.0156,0.0000,254.625,-0.500,0.062,231.354,-11,0,1,1,240,0,60
64333443,25.184,-0.096,0.052,-0.099,0.002955,0.020,0.080,9.800,-0.070,0.210,0.050,0.0011,0.0211,0.0011,254.625,-0.500,0.062,231.367,-11,0,1,1,240,0,60
64334811,25.184,-0.174,0.102,-0.177,0.003040,0.020,0.080,9.800,-0.200,0.250,0.100,-0.0022,0.0089,0.0011,254.625,-0.500,0.062,231.367,-11,0,1,1,240,0,60
64335950,25.184,-0.254,0.141,-0.257,0.003919,0.020,0.080,9.800,-0.280,0.240,0.140,0.0022,0.0000,-0.0011,254.625,-0.500,0.062,231.367,-11,0,1,1,240,0,60
64337539,25.212,-0.325,0.001,-0.329,0.004268,0.020,0.080,9.800,-0.200,0.200,0.000,0.0000,-0.0122,0.0022,254.625,-0.500,0.062,231.364,-11,0,1,1,240,0,60
64339013,25.212,-0.232,0.031,-0.236,0.003665,0.020,0.080,9.800,-0.070,0.170,0.030,-0.0022,-0.0156,0.0022,254.625,-0.500,0.062,231.364,-11,0,1,1,240,0,60
64340359,25.245,-0.118,0.081,-0.122,0.003940,0.020,0.080,9.800,0.090,0.050,0.080,0.0000,-0.0111,0.0000,254.625,-0.500,0.062,231.360,-11,0,1,1,240,0,60
64341820,25.245,-0.081,0.030,-0.085,0.004448,0.020,0.080,9.800,0.150,0.010,0.030,-0.0033,0.0000,-0.0011,254.625,-0.500,0.062,231.360,-11,0,1,1,240,0,60
64343964,25.295,-0.019,0.040,-0.025,0.006441,0.020,0.080,9.800,0.100,0.030,0.040,-0.0056,0.0067,-0.0022,254.625,-0.500,0.125,231.354,-11,0,1,1,240,0,60
64345357,25.295,0.043,0.061,0.033,0.010014,0.020,0.080,9.800,-0.070,0.200,0.060,-0.0033,0.0056,0.0011,254.625,-0.500,0.125,231.354,-11,0,1,1,240,0,60
64346711,25.295,0.097,0.052,0.085,0.012509,0.020,0.090,9.800,-0.110,0.240,0.050,-0.0033,0.0022,0.0033,254.625,-0.500,0.062,231.354,-11,0,1,1,240,0,60
64348253,25.421,0.200,0.022,0.189,0.011653,0.020,0.090,9.800,-0.110,0.260,0.020,-0.0011,0.0011,-0.0011,254.625,-0.500,0.062,231.339,-11,0,1,1,240,0,60
64349683,25.421,0.280,0.062,0.269,0.010237,0.010,0.090,9.800,-0.030,0.200,0.060,-0.0011,-0.0011,0.0011,254.625,-0.500,0.062,231.339,-11,0,1,1,240,0,60
64350915,25.245,0.282,0.101,0.271,0.010846,0.010,0.090,9.800,0.040,0.140,0.100,-0.0033,-0.0033,0.0011,254.625,-0.562,0.062,231.360,-11,0,1,1,240,0,60
64352340,25.245,0.283,0.001,0.271,0.011956,0.010,0.090,9.800,0.150,0.090,0.000,-0.0011,-0.0033,0.0000,254.625,-0.562,0.062,231.360,-11,0,1,1,240,0,60
64353860,25.245,0.324,0.022,0.312,0.011890,0.020,0.090,9.800,0.140,0.140,0.020,0.0000,-0.0056,0.0022,254.625,-0.562,0.062,231.360,-11,0,1,1,240,0,60
64355269,25.350,0.409,0.072,0.397,0.012006,0.020,0.100,9.800,0.070,0.190,0.070,-0.0011,-0.0011,-0.0011,254.625,-0.562,0.125,231.348,-11,0,1,1,240,0,60
64356702,25.350,0.402,0.032,0.389,0.012076,0.020,0.100,9.800,-0.060,0.180,0.030,0.0000,-0.0033,0.0000,254.625,-0.562,0.125,231.348,-11,0,1,1,240,0,60
64358087,25.254,0.347,-0.028,0.336,0.011052,0.020,0.100,9.800,-0.120,0.180,-0.030,0.0011,-0.0033,0.0011,254.625,-0.562,0.062,231.359,-11,0,1,1,240,0,60
64359521,25.254,0.289,0.061,0.279,0.009902,0.010,0.100,9.800,-0.170,0.130,0.060,0.0011,-0.0033,0.0000,254.625,-0.562,0.062,231.359,-11,0,1,1,240,0,60
64360650,25.254,0.277,0.091,0.267,0.009629,0.010,0.100,9.800,-0.100,0.120,0.090,0.0000,-0.0044,0.0022,254.625,-0.562,0.062,231.359,-11,0,1,1,240,0,60
64361917,25.240,0.260,0.081,0.250,0.010480,0.010,0.100,9.800,-0.100,0.100,0.080,0.0022,-0.0089,0.0022,254.625,-0.625,0.062,231.360,-11,0,1,1,240,0,60
64363442,25.240,0.256,-0.029,0.246,0.010121,0.010,0.100,9.800,0.000,0.090,-0.030,0.0011,-0.0067,0.0022,254.625,-0.625,0.062,231.360,-11,0,1,1,240,0,60
64364791,25.240,0.253,0.081,0.243,0.009664,0.010,0.100,9.800,0.030,0.110,0.080,-0.0044,-0.0033,0.0011,254.625,-0.625,0.062,231.360,-11,0,1,1,240,0,60
64365990,25.267,0.262,0.061,0.253,0.009758,0.010,0.100,9.800,0.000,0.110,0.060,-0.0011,-0.0033,-0.0022,254.625,-0.625,0.062,231.357,-11,0,1,1,240,0,60
64368054,25.267,0.201,-0.008,0.191,0.009592,0.010,0.110,9.800,-0.020,0.140,-0.010,-0.0044,-0.0022,-0.0022,254.625,-0.625,0.062,231.357,-11,0,1,1,240,0,60
64369767,25.028,0.033,0.062,0.024,0.009282,0.010,0.110,9.800,-0.020,0.190,0.060,0.0000,0.0000,0.0011,254.625,-0.625,0.062,231.385,-11,0,1,1,240,0,60
64371006,25.028,-0.081,0.082,-0.091,0.009607,0.010,0.110,9.800,-0.040,0.210,0.080,0.0000,0.0044,0.0000,254.625,-0.625,0.062,231.385,-11,0,1,1,240,0,60
64372552,24.984,-0.210,-0.028,-0.219,0.009428,0.010,0.110,9.800,0.050,0.210,-0.030,-0.0022,0.0056,0.0000,254.625,-0.625,0.062,231.390,-11,0,1,1,240,0,60
64373906,24.984,-0.331,0.042,-0.340,0.008523,0.010,0.110,9.800,0.090,0.190,0.040,-0.0011,0.0056,0.0022,254.625,-0.688,0.062,231.390,-11,0,1,1,240,0,60
64375317,24.984,-0.409,0.101,-0.418,0.008809,0.010,0.110,9.800,-0.080,0.140,0.100,-0.0022,-0.0178,0.0011,254.688,-0.688,0.062,231.390,-11,0,1,1,240,0,60
64376770,25.330,-0.332,0.031,-0.342,0.009599,0.010,0.110,9.800,0.040,0.090,0.030,-0.0011,-0.0056,0.0022,254.688,-0.688,0.062,231.350,-11,0,1,1,240,0,60
64378187,25.330,-0.307,-0.029,-0.316,0.008955,0.010,0.110,9.800,0.090,0.080,-0.030,0.0000,-0.0011,0.0011,254.688,-0.688,0.062,231.350,-11,0,1,1,240,0,60
64379672,25.157,-0.359,0.092,-0.367,0.008677,0.010,0.120,9.800,-0.070,0.170,0.090,0.0011,-0.0011,-0.0011,254.688,-0.688,0.062,231.370,-11,0,1,1,240,0,60
64380853,25.157,-0.410,0.082,-0.420,0.009678,0.010,0.120,9.800,0.020,0.130,0.080,-0.0011,-0.0056,-0.0011,254.688,-0.688,0.062,231.370,-11,0,1,1,240,0,60
64382298,25.157,-0.449,0.002,-0.459,0.010045,0.010,0.120,9.800,-0.060,0.150,0.000,-0.0011,-0.0011,0.0000,254.688,-0.688,0.062,231.370,-11,0,1,1,240,0,60
64383737,25.378,-0.394,0.021,-0.404,0.009353,0.010,0.120,9.800,-0.040,0.110,0.020,0.0000,0.0000,0.0000,254.688,-0.688,0.062,231.344,-11,0,1,1,240,0,60
64385041,25.378,-0.330,0.071,-0.339,0.008864,0.010,0.120,9.800,-0.030,0.080,0.070,0.0000,-0.0011,0.0000,254.688,-0.688,0.062,231.344,-11,0,1,1,240,0,60
64386315,25.378,-0.268,0.091,-0.277,0.009504,0.010,0.120,9.800,-0.030,0.110,0.090,0.0000,0.0011,0.0022,254.688,-0.688,0.062,231.344,-11,0,1,1,240,0,60
64387762,25.245,-0.241,-0.039,-0.251,0.009533,0.010,0.120,9.800,-0.010,0.120,-0.040,0.0022,0.0022,0.0000,254.688,-0.688,0.062,231.360,-11,0,1,1,240,0,60
64389169,25.245,-0.214,0.041,-0.223,0.008701,0.010,0.120,9.800,-0.010,0.120,0.040,-0.0022,0.0022,-0.0022,254.688,-0.688,0.062,231.360,-11,0,1,1,240,0,60
64390544,25.190,-0.208,0.062,-0.217,0.008867,0.010,0.120,9.800,-0.010,0.140,0.060,-0.0011,0.0022,-0.0044,254.688,-0.688,0.062,231.366,-11,0,1,1,240,0,60
64392037,25.190,-0.142,0.061,-0.151,0.009326,0.010,0.120,9.800,-0.020,0.120,0.060,0.0000,0.0022,-0.0033,254.688,-0.688,0.062,231.366,-11,0,1,1,240,0,60
64393454,25.190,-0.070,0.022,-0.079,0.009021,0.010,0.120,9.800,-0.010,0.140,0.020,-0.0011,0.0033,-0.0022,254.688,-0.688,0.062,231.366,-11,0,1,1,240,0,60
64395022,25.240,-0.048,0.062,-0.058,0.009253,0.010,0.120,9.800,0.000,0.150,0.060,-0.0022,0.0000,-0.0022,254.688,-0.750,0.062,231.360,-11,0,1,1,240,0,60
64396282,25.240,-0.026,0.102,-0.037,0.010183,0.010,0.120,9.800,0.000,0.180,0.100,-0.0011,0.0011,0.0011,254.688,-0.750,0.062,231.360,-11,0,1,1,240,0,60
64397752,25.198,-0.023,-0.028,-0.033,0.009715,0.010,0.130,9.800,0.000,0.150,-0.030,-0.0022,0.0022,-0.0022,254.688,-0.750,0.062,231.365,-11,0,1,1,240,0,60
64399049,25.198,0.028,0.062,0.019,0.008972,0.010,0.130,9.800,0.000,0.130,0.060,-0.0022,-0.0033,-0.0011,254.688,-0.750,0.062,231.365,-11,0,1,1,240,0,60
64400996,25.088,0.038,0.112,0.028,0.010647,0.010,0.130,9.800,0.000,0.140,0.110,0.0022,0.0022,0.0000,254.688,-0.750,0.062,231.378,-11,0,1,1,240,0,60
64402381,25.088,0.012,0.001,0.001,0.010962,0.010,0.130,9.800,0.030,0.090,0.000,0.0011,0.0000,0.0011,254.688,-0.750,0.062,231.378,-11,0,1,1,240,0,60
64403788,25.088,-0.011,0.021,-0.021,0.010097,0.010,0.130,9.800,0.040,0.100,0.020,0.0011,-0.0022,0.0000,254.688,-0.750,0.062,231.378,-11,0,1,1,240,0,60
64405087,25.254,0.042,0.061,0.032,0.010033,0.010,0.130,9.800,0.000,0.110,0.060,0.0000,0.0011,0.0011,254.688,-0.750,0.062,231.359,-11,0,1,1,240,0,60
64406348,25.254,0.090,0.041,0.080,0.010515,0.010,0.130,9.800,-0.030,0.110,0.040,-0.0033,0.0011,0.0011,254.688,-0.750,0.062,231.359,-11,0,1,1,240,0,60
64407777,25.254,0.137,-0.018,0.127,0.010078,0.010,0.130,9.800,-0.040,0.120,-0.020,-0.0033,0.0011,-0.0011,254.688,-0.750,0.062,231.359,-11,0,1,1,240,0,60
64409092,25.378,0.237,0.032,0.227,0.009130,0.010,0.130,9.800,-0.040,0.120,0.030,-0.0022,0.0022,-0.0022,254.688,-0.750,0.062,231.344,-11,0,1,1,240,0,60
64410740,25.378,0.348,0.072,0.338,0.009601,0.010,0.130,9.800,-0.060,0.150,0.070,0.0022,0.0000,-0.0011,254.688,-0.750,0.062,231.344,-11,0,1,1,240,0,60
64412085,25.185,0.372,0.062,0.361,0.010480,0.010,0.130,9.800,-0.040,0.160,0.060,-0.0011,0.0011,-0.0011,254.688,-0.812,0.062,231.367,-11,0,1,1,240,0,60
64413491,25.185,0.287,-0.008,0.277,0.010150,0.010,0.130,9.800,0.000,0.140,-0.010,-0.0011,0.0011,-0.0044,254.688,-0.812,0.062,231.367,-11,0,1,1,240,0,60
64415035,25.212,0.210,0.072,0.200,0.009723,0.010,0.140,9.800,0.010,0.120,0.070,0.0011,0.0022,0.0011,254.688,-0.812,0.062,231.364,-11,0,1,1,240,0,60
64416225,25.273,0.134,0.092,0.124,0.010105,0.010,0.140,9.800,0.030,0.140,0.090,0.0000,0.0022,0.0011,254.688,-0.812,0.062,231.357,-11,0,1,1,240,0,60
64418175,25.273,0.051,0.012,0.040,0.010462,0.010,0.140,9.800,0.020,0.120,0.010,0.0000,0.0011,0.0022,254.688,-0.812,0.062,231.357,-11,0,1,1,240,0,60
64419605,25.585,0.094,0.062,0.084,0.009959,0.010,0.140,9.800,-0.030,0.140,0.060,0.0011,0.0011,0.0000,254.688,-0.812,0.062,231.320,-11,0,1,1,240,0,60
64420909,25.585,0.274,0.082,0.264,0.010350,0.010,0.140,9.800,-0.050,0.130,0.080,-0.0011,0.0000,-0.0022,254.688,-0.812,0.062,231.320,-11,0,1,1,240,0,60
64422182,25.433,0.381,0.022,0.371,0.010792,0.010,0.140,9.800,-0.060,0.130,0.020,0.0000,0.0011,-0.0011,254.688,-0.812,0.062,231.338,-11,0,1,1,240,0,60
64423623,25.433,0.407,0.052,0.397,0.009632,0.010,0.140,9.800,-0.020,0.120,0.050,0.0011,-0.0022,0.0011,254.688,-0.812,0.062,231.338,-11,0,1,1,240,0,60
64425127,25.433,0.426,0.071,0.416,0.009776,0.010,0.140,9.800,-0.020,0.110,0.070,-0.0011,-0.0011,-0.0011,254.688,-0.812,0.062,231.338,-11,0,1,1,240,0,60
64426277,25.351,0.404,0.082,0.393,0.010495,0.010,0.140,9.800,0.070,0.110,0.080,0.0011,0.0022,0.0000,254.688,-0.812,0.062,231.347,-11,0,1,1,240,0,60
64427721,25.351,0.473,0.002,0.463,0.010559,0.010,0.140,9.800,0.080,0.120,0.000,-0.0011,0.0022,-0.0022,254.688,-0.812,0.062,231.347,-11,0,1,1,240,0,60
64429085,25.351,0.544,0.012,0.534,0.010004,0.010,0.140,9.800,0.070,0.120,0.010,0.0011,0.0044,-0.0011,254.688,-0.812,0.062,231.347,-11,0,1,1,240,0,60
64430721,25.151,0.534,0.112,0.523,0.010852,0.010,0.140,9.800,0.010,0.140,0.110,0.0000,0.0000,0.0044,254.688,-0.812,0.062,231.371,-11,0,1,1,240,0,60
64432077,25.151,0.470,0.112,0.458,0.012286,0.010,0.150,9.800,-0.010,0.160,0.110,0.0011,-0.0011,0.0022,254.688,-0.875,0.062,231.371,-11,0,1,1,240,0,60
64433433,25.190,0.425,0.042,0.413,0.012483,0.010,0.150,9.800,0.000,0.160,0.040,0.0022,-0.0033,0.0033,254.688,-0.875,0.062,231.366,-11,0,1,1,240,0,60
64434989,25.190,0.356,0.072,0.343,0.012472,0.010,0.150,9.800,0.010,0.120,0.070,0.0011,0.0000,0.0033,254.688,-0.875,0.062,231.366,-11,0,1,1,240,0,60
64436217,25.190,0.287,0.071,0.274,0.012971,0.010,0.150,9.800,0.020,0.090,0.070,-0.0011,-0.0022,0.0011,254.688,-0.875,0.062,231.366,-11,0,1,1,240,0,60
64437687,25.144,0.198,-0.029,0.185,0.012792,0.010,0.150,9.800,0.010,0.060,-0.030,-0.0011,-0.0011,0.0033,254.688,-0.875,0.062,231.371,-11,0,1,1,240,0,60
64439362,25.144,0.130,0.001,0.119,0.011589,0.010,0.150,9.800,-0.010,0.090,0.000,0.0011,-0.0022,0.0011,254.688,-0.875,0.062,231.371,-11,0,1,1,240,0,60
64441323,25.232,0.104,0.122,0.092,0.011787,0.010,0.150,9.800,-0.070,0.130,0.120,0.0000,0.0000,0.0011,254.688,-0.875,0.062,231.361,-11,0,1,1,240,0,60
64442768,25.232,0.059,-0.028,0.047,0.011936,0.010,0.150,9.800,-0.120,0.120,-0.030,-0.0011,-0.0011,0.0011,254.688,-0.875,0.062,231.361,-11,0,1,1,240,0,60
64444112,25.190,-0.005,0.021,-0.016,0.010954,0.010,0.150,9.800,-0.090,0.100,0.020,0.0011,0.0033,-0.0022,254.688,-0.875,0.062,231.366,-11,0,1,1,240,0,60
64445607,25.190,-0.116,0.131,-0.127,0.011433,0.010,0.150,9.800,0.000,0.070,0.130,0.0011,0.0000,-0.0011,254.688,-0.875,0.062,231.366,-11,0,1,1,240,0,60
64447160,25.190,-0.228,0.081,-0.240,0.012552,0.010,0.150,9.800,0.030,0.090,0.080,0.0000,0.0000,0.0011,254.688,-0.875,0.062,231.366,-11,0,1,1,240,0,60
64448559,25.245,-0.319,0.042,-0.331,0.012489,0.010,0.150,9.800,0.050,0.130,0.040,0.0000,0.0011,0.0011,254.688,-0.875,0.062,231.360,-11,0,1,1,240,0,60
64450158,25.245,-0.341,0.062,-0.353,0.012443,0.010,0.150,9.800,0.040,0.130,0.060,0.0011,0.0000,0.0000,254.688,-0.875,0.062,231.360,-11,0,1,1,240,0,60
64451454,25.425,-0.288,0.122,-0.301,0.013033,0.010,0.150,9.800,0.000,0.140,0.120,0.0000,0.0011,-0.0011,254.688,-0.875,0.062,231.339,-11,0,1,1,240,0,60
