times, alts, vels, leftVel, rightVel, accels, rollAxisGrav, yawAxisGrav, pitchAxisGrav, rollAxisLin, yawAxisLin, pitchAxisLin, rollAxisGyro, yawAxisGyro, pitchAxisGyro, roll, yaw, pitch, vSPP, encPos, encPosCmd, limit_out, limit_in, encMax, encMin
76962937,25.330,-0.458,0.070,-0.467,0.008974,0.010,0.250,9.800,-0.010,0.020,0.070,0.0011,-0.0011,-0.0011,259.312,-1.438,0.062,231.350,-12,0,1,1,240,0,60
76963972,25.330,-0.460,0.110,-0.470,0.009711,0.010,0.250,9.800,-0.010,0.000,0.110,0.0011,0.0022,-0.0022,259.312,-1.438,0.062,231.350,-12,0,1,1,240,0,60
76964921,25.490,-0.347,-0.030,-0.356,0.009420,0.010,0.250,9.800,0.020,0.000,-0.030,0.0000,-0.0022,0.0011,259.312,-1.438,0.062,231.331,-12,0,1,1,240,0,60
76965946,25.490,-0.237,0.040,-0.246,0.008605,0.010,0.250,9.800,0.000,0.000,0.040,-0.0022,-0.0033,0.0000,259.312,-1.438,0.062,231.331,-12,0,1,1,240,0,60
76966842,25.490,-0.132,0.050,-0.140,0.008143,0.010,0.250,9.800,0.000,0.010,0.050,-0.0011,-0.0022,0.0000,259.312,-1.438,0.062,231.331,-12,0,1,1,240,0,60
76968119,25.523,-0.007,0.090,-0.016,0.008593,0.010,0.250,9.800,0.000,0.000,0.090,0.0000,0.0000,-0.0011,259.312,-1.438,0.062,231.328,-12,0,1,1,240,0,60
76969397,25.523,0.222,0.020,0.213,0.008890,0.010,0.250,9.800,0.000,0.010,0.020,-0.0022,-0.0022,0.0022,259.312,-1.438,0.062,231.328,-12,0,1,1,240,0,60
76970873,25.523,0.448,-0.010,0.440,0.008012,0.010,0.250,9.800,0.000,0.010,-0.010,-0.0022,-0.0011,0.0000,259.312,-1.438,0.062,231.328,-12,0,1,1,240,0,60
76971727,25.338,0.571,0.020,0.564,0.007447,0.010,0.250,9.800,0.000,0.020,0.020,0.0022,0.0000,-0.0033,259.312,-1.438,0.062,231.349,-12,0,1,1,240,0,60
76973059,25.338,0.525,0.080,0.517,0.007684,0.010,0.250,9.800,0.000,0.010,0.080,0.0000,0.0000,0.0000,259.312,-1.438,0.062,231.349,-12,0,1,1,240,0,60
76974226,25.338,0.478,0.080,0.470,0.008318,0.010,0.250,9.800,-0.010,0.000,0.080,0.0000,0.0011,0.0011,259.312,-1.438,0.062,231.349,-12,0,1,1,240,0,60
76975732,25.288,0.400,-0.010,0.392,0.008099,0.010,0.250,9.800,-0.020,0.010,-0.010,0.0033,0.0011,0.0000,259.312,-1.438,0.062,231.355,-12,0,1,1,240,0,60
76976675,25.288,0.326,0.060,0.318,0.007521,0.010,0.250,9.800,0.000,0.000,0.060,-0.0011,-0.0011,0.0011,259.312,-1.438,0.062,231.355,-12,0,1,1,240,0,60
76977774,25.288,0.290,0.090,0.281,0.008218,0.010,0.250,9.800,0.000,0.020,0.090,0.0000,0.0011,-0.0011,259.312,-1.438,0.062,231.355,-12,0,1,1,240,0,60
76978692,25.288,0.258,0.070,0.249,0.008801,0.010,0.250,9.800,0.000,0.010,0.070,0.0011,0.0011,-0.0011,259.312,-1.438,0.062,231.355,-12,0,1,1,240,0,60
76979663,25.269,0.219,0.000,0.211,0.008416,0.010,0.250,9.800,0.000,0.010,0.000,-0.0011,-0.0011,0.0000,259.312,-1.438,0.062,231.357,-12,0,1,1,240,0,60
76980639,25.269,0.185,0.000,0.177,0.007767,0.010,0.250,9.800,0.000,0.010,0.000,0.0022,0.0000,0.0000,259.312,-1.438,0.062,231.357,-12,0,1,1,240,0,60
76982125,25.269,0.103,0.090,0.095,0.007508,0.010,0.250,9.800,0.000,0.000,0.090,0.0011,-0.0011,0.0022,259.312,-1.438,0.062,231.357,-12,0,1,1,240,0,60
76982973,25.358,0.071,0.080,0.063,0.007847,0.010,0.250,9.800,0.000,0.000,0.080,0.0000,0.0011,0.0000,259.312,-1.438,0.062,231.347,-12,0,1,1,240,0,60
76983821,25.358,0.036,0.030,0.028,0.008261,0.010,0.250,9.800,-0.010,-0.010,0.030,0.0011,-0.0022,0.0000,259.312,-1.438,0.062,231.347,-12,0,1,1,240,0,60
76984903,25.358,-0.024,-0.030,-0.032,0.007857,0.010,0.250,9.800,-0.010,0.010,-0.030,0.0011,0.0011,0.0000,259.312,-1.438,0.062,231.347,-12,0,1,1,240,0,60
76986509,25.427,-0.051,0.010,-0.058,0.006803,0.010,0.250,9.800,-0.020,0.010,0.010,-0.0011,0.0011,0.0011,259.312,-1.438,0.062,231.339,-12,0,1,1,240,0,60
76987972,25.427,-0.082,0.100,-0.089,0.006900,0.010,0.250,9.800,0.000,0.000,0.100,-0.0011,-0.0011,0.0011,259.312,-1.438,0.062,231.339,-12,0,1,1,240,0,60
76988965,25.427,-0.118,0.060,-0.126,0.007623,0.010,0.250,9.800,0.000,0.010,0.060,0.0011,-0.0011,0.0011,259.312,-1.438,0.062,231.339,-12,0,1,1,240,0,60
76989815,25.408,-0.169,-0.030,-0.176,0.007705,0.010,0.250,9.800,-0.010,0.000,-0.030,0.0022,0.0000,-0.0011,259.312,-1.438,0.062,231.341,-12,0,1,1,240,0,60
76991152,25.408,-0.226,-0.000,-0.233,0.006837,0.010,0.250,9.800,-0.010,0.000,0.000,-0.0011,0.0011,0.0000,259.312,-1.438,0.062,231.341,-12,0,1,1,240,0,60
76992217,25.408,-0.185,0.090,-0.191,0.006383,0.010,0.250,9.800,0.000,0.020,0.090,-0.0011,0.0011,0.0000,259.312,-1.438,0.062,231.341,-12,0,1,1,240,0,60
76993216,25.448,-0.121,0.070,-0.128,0.006659,0.010,0.250,9.800,-0.020,0.020,0.070,0.0022,-0.0011,0.0011,259.312,-1.438,0.062,231.336,-12,0,1,1,240,0,60
76994352,25.448,-0.058,0.070,-0.065,0.007220,0.010,0.250,9.800,0.000,0.000,0.070,0.0022,-0.0011,-0.0011,259.312,-1.438,0.062,231.336,-12,0,1,1,240,0,60
76996005,25.448,0.005,0.010,-0.002,0.007054,0.010,0.250,9.800,0.020,0.010,0.010,0.0044,0.0011,-0.0011,259.312,-1.438,0.062,231.336,-12,0,1,1,240,0,60
76997001,25.504,0.038,0.050,0.032,0.006621,0.010,0.250,9.800,0.000,0.010,0.050,0.0011,0.0022,-0.0022,259.312,-1.438,0.062,231.330,-12,0,1,1,240,0,60
76997852,25.504,0.065,0.090,0.058,0.006877,0.010,0.250,9.800,0.000,0.000,0.090,0.0022,0.0011,0.0000,259.312,-1.438,0.062,231.330,-12,0,1,1,240,0,60
76998778,25.504,0.085,0.110,0.077,0.007794,0.010,0.250,9.800,0.000,0.000,0.110,-0.0011,0.0000,-0.0011,259.312,-1.438,0.062,231.330,-12,0,1,1,240,0,60
77000241,25.407,0.138,-0.010,0.131,0.007854,0.010,0.250,9.800,0.000,0.000,-0.010,0.0033,0.0011,0.0033,259.312,-1.438,0.062,231.341,-12,0,1,1,240,0,60
77001787,25.407,0.194,0.060,0.186,0.007520,0.010,0.250,9.800,0.000,0.000,0.060,-0.0011,0.0011,0.0011,259.312,-1.438,0.062,231.341,-12,0,1,1,240,0,60
77002788,25.407,0.255,0.070,0.247,0.007705,0.010,0.250,9.800,0.000,0.010,0.070,0.0022,-0.0011,0.0011,259.312,-1.438,0.062,231.341,-12,0,1,1,240,0,60
77003771,25.311,0.286,0.050,0.278,0.008297,0.010,0.250,9.800,-0.010,0.000,0.050,0.0011,0.0022,0.0011,259.312,-1.438,0.062,231.352,-12,0,1,1,240,0,60
77004894,25.311,0.324,-0.029,0.316,0.008570,0.010,0.250,9.800,-0.010,0.030,-0.030,0.0022,0.0011,0.0000,259.312,-1.438,0.062,231.352,-12,0,1,1,240,0,60
77005795,25.311,0.368,0.010,0.360,0.007684,0.010,0.250,9.800,0.000,0.010,0.010,0.0011,-0.0011,0.0022,259.312,-1.438,0.062,231.352,-12,0,1,1,240,0,60
77006759,25.311,0.316,0.010,0.309,0.006982,0.010,0.250,9.800,0.000,0.010,0.010,0.0011,0.0000,0.0011,259.312,-1.438,0.062,231.352,-12,0,1,1,240,0,60
77007884,25.346,0.284,0.100,0.276,0.007477,0.010,0.250,9.800,0.000,0.010,0.100,0.0044,0.0000,0.0033,259.312,-1.438,0.062,231.348,-12,0,1,1,240,0,60
77008799,25.346,0.253,0.100,0.244,0.008592,0.010,0.250,9.800,-0.020,0.020,0.100,0.0022,0.0000,-0.0011,259.312,-1.438,0.062,231.348,-12,0,1,1,240,0,60
77009770,25.346,0.192,0.100,0.183,0.009082,0.010,0.250,9.800,-0.020,0.020,0.100,0.0011,0.0011,0.0011,259.312,-1.438,0.062,231.348,-12,0,1,1,240,0,60
77010766,25.346,0.129,-0.010,0.120,0.008730,0.010,0.250,9.800,0.000,0.000,-0.010,0.0022,-0.0011,0.0000,259.312,-1.438,0.062,231.348,-12,0,1,1,240,0,60
77011899,25.200,-0.012,0.090,-0.021,0.008385,0.010,0.250,9.800,-0.010,0.010,0.090,0.0033,0.0000,0.0000,259.312,-1.438,0.062,231.365,-12,0,1,1,240,0,60
77012849,25.200,-0.151,0.100,-0.160,0.008628,0.010,0.250,9.800,0.000,0.020,0.100,0.0011,0.0000,0.0000,259.312,-1.438,0.062,231.365,-12,0,1,1,240,0,60
77013811,25.200,-0.300,0.110,-0.309,0.009339,0.010,0.250,9.800,-0.010,0.010,0.110,0.0033,0.0000,-0.0011,259.312,-1.438,0.062,231.365,-12,0,1,1,240,0,60
77014954,25.490,-0.298,-0.005,-0.308,0.009343,0.010,0.250,9.800,-0.670,-0.150,0.000,0.0011,0.0022,0.0000,259.312,-1.438,0.062,231.331,-12,0,1,1,240,0,60
77015869,25.490,-0.304,0.055,-0.312,0.008656,0.010,0.250,9.800,-1.140,-0.150,0.060,0.0033,-0.0078,0.0000,259.312,-1.438,0.062,231.331,-12,0,1,1,240,0,60
77016834,25.490,-0.266,0.054,-0.275,0.008448,0.010,0.250,9.800,-1.130,-0.190,0.060,-0.0022,-0.0133,-0.0033,259.312,-1.438,0.062,231.331,-12,0,1,1,240,0,60
77017983,25.490,-0.233,-0.002,-0.241,0.008362,0.010,0.250,9.800,-0.130,-0.070,0.000,-0.0011,-0.0033,-0.0067,259.312,-1.438,0.062,231.331,-12,0,1,1,240,0,60
77018873,25.462,-0.221,0.024,-0.228,0.007810,0.010,0.250,9.800,0.820,0.130,0.020,-0.0022,0.0056,-0.0033,259.312,-1.438,0.062,231.335,-12,0,1,1,240,0,60
77019842,25.462,-0.168,-0.067,-0.175,0.007010,0.010,0.250,9.800,0.820,0.070,-0.070,0.0011,0.0122,-0.0044,259.312,-1.438,0.062,231.335,-12,0,1,1,240,0,60
77020823,25.462,-0.114,-0.009,-0.121,0.006516,0.010,0.250,9.800,0.700,0.000,-0.010,0.0000,0.0156,-0.0033,259.250,-1.438,0.062,231.335,-12,0,1,1,240,0,60
77021962,25.462,-0.060,0.089,-0.067,0.007055,0.010,0.250,9.800,0.430,-0.050,0.090,-0.0011,0.0178,-0.0011,259.250,-1.438,0.062,231.335,-12,0,1,1,240,0,60
77022901,25.462,-0.018,0.028,-0.026,0.007508,0.010,0.250,9.800,0.060,-0.080,0.030,0.0011,0.0189,-0.0033,259.250,-1.438,0.062,231.335,-12,0,1,1,240,0,60
77023974,25.462,0.023,0.170,0.015,0.007946,0.010,0.250,9.800,0.110,0.000,0.170,0.0000,0.0111,-0.0022,259.250,-1.438,0.062,231.335,-12,0,1,1,240,0,60
77025034,25.462,0.062,0.044,0.054,0.008162,0.010,0.250,9.800,0.110,0.160,0.040,0.0033,0.0011,0.0011,259.250,-1.438,0.062,231.335,-12,0,1,1,240,0,60
77025914,25.545,0.173,0.042,0.166,0.007568,0.010,0.250,9.800,0.200,0.450,0.030,0.0033,-0.0011,0.0000,259.250,-1.438,0.062,231.325,-12,0,1,1,240,0,60
77026872,25.545,0.283,0.034,0.276,0.007479,0.010,0.250,9.800,0.300,0.540,0.020,0.0044,-0.0089,0.0011,259.250,-1.438,0.062,231.325,-12,0,1,1,240,0,60
77028015,25.545,0.389,0.013,0.382,0.007295,0.010,0.250,9.800,0.230,0.490,0.000,0.0011,-0.0100,0.0056,259.250,-1.438,0.062,231.325,-12,0,1,1,240,0,60
77028928,25.200,0.327,0.119,0.320,0.006987,0.010,0.250,9.800,0.170,0.340,0.110,-0.0033,-0.0111,0.0067,259.250,-1.438,0.062,231.365,-12,0,1,1,240,0,60
77029888,25.200,0.277,0.007,0.271,0.006582,0.010,0.250,9.800,-0.020,-0.100,0.010,-0.0011,-0.0122,0.0078,259.250,-1.438,0.062,231.365,-12,0,1,1,240,0,60
77030875,25.200,0.241,0.042,0.234,0.006223,0.010,0.250,9.800,-0.120,-0.290,0.050,-0.0033,-0.0133,0.0078,259.250,-1.438,0.062,231.365,-12,0,1,1,240,0,60
77032006,25.200,0.148,0.068,0.141,0.006618,0.010,0.250,9.800,-0.240,-0.460,0.080,0.0011,-0.0144,0.0067,259.250,-1.438,0.062,231.365,-12,0,1,1,240,0,60
77032925,25.247,0.090,0.097,0.083,0.006855,0.010,0.250,9.800,-0.190,-0.490,0.110,0.0011,-0.0133,0.0033,259.312,-1.438,0.062,231.360,-12,0,1,1,240,0,60
77033880,25.247,0.039,0.043,0.032,0.007221,0.010,0.250,9.800,-0.230,-0.280,0.050,0.0022,-0.0089,0.0044,259.312,-1.438,0.062,231.360,-12,0,1,1,240,0,60
77034972,25.247,-0.068,-0.024,-0.076,0.007224,0.010,0.250,9.800,-0.230,-0.150,-0.020,0.0000,-0.0033,0.0022,259.312,-1.438,0.062,231.360,-12,0,1,1,240,0,60
77035903,25.228,-0.184,-0.060,-0.191,0.007041,0.010,0.250,9.800,-0.210,-0.010,-0.060,0.0033,0.0022,0.0000,259.312,-1.438,0.062,231.362,-12,0,1,1,240,0,60
77036872,25.228,-0.297,-0.060,-0.304,0.006833,0.010,0.250,9.800,-0.210,-0.010,-0.060,0.0000,0.0111,-0.0022,259.312,-1.438,0.062,231.362,-12,0,1,1,240,0,60
77038039,25.228,-0.407,0.128,-0.414,0.006775,0.010,0.250,9.800,-0.430,-0.050,0.130,-0.0011,0.0156,-0.0044,259.250,-1.438,0.062,231.362,-12,0,1,1,240,0,60
77038964,25.228,-0.490,0.108,-0.498,0.007307,0.010,0.250,9.800,-0.400,-0.070,0.110,0.0011,0.0133,-0.0033,259.250,-1.438,0.062,231.362,-12,0,1,1,240,0,60
77039919,25.159,-0.612,-0.003,-0.619,0.006747,0.010,0.250,9.800,-0.400,-0.120,0.000,-0.0011,0.0156,-0.0033,259.250,-1.438,0.000,231.370,-12,0,1,1,240,0,60
77040895,25.159,-0.727,0.028,-0.733,0.005735,0.000,0.250,9.800,-0.280,-0.090,0.030,0.0022,0.0089,-0.0033,259.250,-1.438,0.000,231.370,-12,0,1,1,240,0,60
77042030,25.159,-0.833,0.061,-0.839,0.005864,0.000,0.250,9.800,0.210,0.060,0.060,0.0011,0.0067,-0.0033,259.250,-1.438,0.000,231.370,-12,0,1,1,240,0,60
77043387,25.214,-0.988,0.095,-0.994,0.006556,0.000,0.250,9.800,0.420,0.190,0.090,0.0011,0.0033,-0.0067,259.250,-1.438,0.000,231.363,-12,0,1,1,240,0,60
77044569,25.214,-1.141,0.097,-1.148,0.007421,0.000,0.250,9.800,0.570,0.260,0.090,0.0044,0.0056,0.0000,259.250,-1.438,0.000,231.363,-12,0,1,1,240,0,60
77046233,25.214,-1.287,0.006,-1.295,0.007676,0.000,0.250,9.800,0.440,0.240,0.000,0.0011,0.0011,0.0033,259.250,-1.438,0.000,231.363,-12,0,1,1,240,0,60
77047176,25.270,-1.215,0.073,-1.222,0.007444,0.000,0.250,9.800,0.310,0.120,0.070,0.0011,0.0022,0.0033,259.250,-1.438,0.000,231.357,-12,0,1,1,240,0,60
77048030,25.270,-1.138,0.131,-1.146,0.008073,0.000,0.250,9.800,0.150,0.060,0.130,0.0011,0.0000,0.0022,259.250,-1.438,0.000,231.357,-12,0,1,1,240,0,60
77048954,25.270,-1.057,0.029,-1.065,0.008185,0.000,0.250,9.800,-0.130,-0.030,0.030,0.0011,-0.0044,0.0022,259.250,-1.438,0.000,231.357,-12,0,1,1,240,0,60
77050414,25.159,-1.031,-0.000,-1.039,0.007637,0.000,0.250,9.800,-0.140,-0.010,0.000,0.0022,-0.0111,0.0033,259.250,-1.438,0.000,231.370,-12,0,1,1,240,0,60
77051961,25.159,-1.006,0.091,-1.014,0.007676,0.000,0.250,9.800,-0.140,0.060,0.090,0.0022,-0.0144,0.0056,259.250,-1.438,0.000,231.370,-12,0,1,1,240,0,60
77052957,25.159,-0.972,0.069,-0.980,0.008374,0.000,0.250,9.800,-0.090,-0.050,0.070,0.0033,-0.0111,0.0056,259.312,-1.438,0.000,231.370,-12,0,1,1,240,0,60
77054216,25.269,-0.858,0.077,-0.868,0.009680,0.000,0.250,9.800,-0.130,-0.120,0.080,0.0000,-0.0056,0.0044,259.312,-1.438,0.000,231.357,-12,0,1,1,240,0,60
77055062,25.269,-0.743,-0.056,-0.754,0.010354,0.000,0.250,9.800,-0.190,-0.230,-0.050,0.0022,-0.0033,0.0022,259.312,-1.438,0.000,231.357,-12,0,1,1,240,0,60
77055989,25.269,-0.627,-0.007,-0.637,0.009665,0.000,0.250,9.800,-0.220,-0.290,0.000,-0.0033,0.0044,-0.0022,259.312,-1.438,0.000,231.357,-12,0,1,1,240,0,60
77057117,25.269,-0.506,0.092,-0.515,0.009059,0.000,0.250,9.800,-0.240,-0.300,0.100,-0.0022,0.0056,-0.0011,259.312,-1.438,0.000,231.357,-12,0,1,1,240,0,60
77058048,25.311,-0.357,0.094,-0.367,0.009422,0.000,0.250,9.800,-0.230,-0.240,0.100,-0.0011,0.0067,0.0000,259.312,-1.438,0.000,231.352,-12,0,1,1,240,0,60
77058992,25.311,-0.158,0.097,-0.168,0.010206,0.000,0.250,9.800,-0.140,-0.100,0.100,0.0011,0.0089,-0.0033,259.312,-1.438,0.000,231.352,-12,0,1,1,240,0,60
77060105,25.311,0.048,-0.019,0.038,0.010135,0.000,0.250,9.800,-0.060,0.040,-0.020,0.0000,0.0089,-0.0033,259.312,-1.438,0.000,231.352,-12,0,1,1,240,0,60
77061007,25.205,0.201,0.015,0.192,0.009063,0.000,0.250,9.800,0.080,0.210,0.010,0.0022,0.0111,-0.0067,259.250,-1.438,0.000,231.364,-12,0,1,1,240,0,60
77061967,25.205,0.172,0.015,0.164,0.008078,0.000,0.250,9.800,0.080,0.210,0.010,0.0033,0.0089,-0.0033,259.250,-1.438,0.000,231.364,-12,0,1,1,240,0,60
77062971,25.205,0.143,0.086,0.135,0.007731,0.000,0.250,9.800,0.160,0.240,0.080,-0.0011,0.0078,-0.0022,259.250,-1.438,0.000,231.364,-12,0,1,1,240,0,60
77064329,25.205,0.115,0.115,0.106,0.008722,0.000,0.250,9.800,0.150,0.190,0.110,0.0011,0.0078,-0.0033,259.250,-1.438,0.000,231.364,-12,0,1,1,240,0,60
77065611,25.228,0.097,-0.038,0.089,0.008338,0.000,0.250,9.800,0.170,0.070,-0.040,0.0011,-0.0011,0.0011,259.250,-1.438,0.000,231.362,-12,0,1,1,240,0,60
77066794,25.228,0.105,0.042,0.098,0.007620,0.000,0.250,9.800,0.190,0.070,0.040,0.0011,-0.0056,0.0000,259.250,-1.438,0.000,231.362,-12,0,1,1,240,0,60
77068450,24.944,-0.044,0.113,-0.053,0.008693,0.000,0.250,9.800,0.250,0.140,0.110,0.0022,-0.0067,0.0033,259.250,-1.438,0.000,231.395,-12,0,1,1,240,0,60
77069453,24.944,-0.180,0.054,-0.189,0.008831,0.000,0.250,9.800,0.180,0.140,0.050,0.0022,-0.0089,0.0044,259.250,-1.438,0.000,231.395,-12,0,1,1,240,0,60
77070439,24.944,-0.315,-0.047,-0.323,0.008062,0.000,0.250,9.800,0.120,0.110,-0.050,0.0011,-0.0044,0.0033,259.250,-1.438,0.000,231.395,-12,0,1,1,240,0,60
77071401,24.944,-0.440,0.011,-0.447,0.006973,0.000,0.250,9.800,0.040,0.030,0.010,0.0044,-0.0033,0.0011,259.250,-1.438,0.000,231.395,-12,0,1,1,240,0,60
77072448,25.123,-0.455,0.087,-0.462,0.007397,0.000,0.250,9.800,-0.140,-0.110,0.090,0.0011,-0.0044,0.0056,259.250,-1.438,0.000,231.374,-12,0,1,1,240,0,60
77073299,25.123,-0.467,0.116,-0.475,0.008550,0.000,0.250,9.800,-0.200,-0.160,0.120,0.0011,-0.0033,0.0011,259.250,-1.438,0.000,231.374,-12,0,1,1,240,0,60
77074179,25.123,-0.519,0.065,-0.528,0.008865,0.000,0.250,9.800,-0.220,-0.210,0.070,0.0022,-0.0033,0.0022,259.250,-1.438,0.000,231.374,-12,0,1,1,240,0,60
77075641,25.214,-0.521,-0.005,-0.529,0.008441,0.000,0.250,9.800,-0.230,-0.180,0.000,0.0000,-0.0011,0.0022,259.250,-1.438,0.000,231.363,-12,0,1,1,240,0,60
77077176,25.214,-0.522,0.080,-0.530,0.008118,0.000,0.250,9.800,-0.150,0.000,0.080,0.0044,0.0033,-0.0033,259.250,-1.438,0.000,231.363,-12,0,1,1,240,0,60
77078107,25.214,-0.491,0.080,-0.500,0.008423,0.000,0.250,9.800,-0.110,0.000,0.080,0.0011,0.0044,0.0000,259.250,-1.438,0.000,231.363,-12,0,1,1,240,0,60
77079183,25.081,-0.533,0.121,-0.543,0.009523,0.000,0.250,9.800,-0.080,0.030,0.120,0.0011,0.0056,-0.0011,259.250,-1.438,0.000,231.379,-12,0,1,1,240,0,60
77080094,25.081,-0.569,-0.001,-0.579,0.009922,0.000,0.250,9.800,-0.080,-0.030,0.000,-0.0011,0.0078,-0.0056,259.250,-1.438,0.000,231.379,-12,0,1,1,240,0,60
77081395,25.081,-0.567,0.049,-0.577,0.009731,0.000,0.250,9.800,-0.060,-0.020,0.050,0.0011,0.0089,-0.0022,259.250,-1.438,0.000,231.379,-12,0,1,1,240,0,60
77082360,25.220,-0.485,0.090,-0.494,0.009039,0.000,0.250,9.800,0.000,-0.010,0.090,-0.0022,0.0044,0.0000,259.250,-1.438,0.000,231.363,-12,0,1,1,240,0,60
77083357,25.220,-0.400,0.120,-0.410,0.009596,0.000,0.250,9.800,0.070,0.000,0.120,0.0000,0.0033,-0.0011,259.250,-1.438,0.000,231.363,-12,0,1,1,240,0,60
77084200,25.220,-0.379,0.062,-0.390,0.010340,0.000,0.250,9.800,0.180,0.090,0.060,0.0000,0.0022,-0.0033,259.250,-1.438,0.000,231.363,-12,0,1,1,240,0,60
77085113,25.220,-0.361,-0.017,-0.370,0.009262,0.000,0.250,9.800,0.230,0.120,-0.020,0.0022,0.0011,-0.0011,259.250,-1.438,0.000,231.363,-12,0,1,1,240,0,60
77086230,25.311,-0.296,0.003,-0.304,0.008344,0.000,0.250,9.800,0.230,0.130,0.000,0.0011,0.0011,-0.0022,259.250,-1.438,0.000,231.352,-12,0,1,1,240,0,60
77087143,25.311,-0.172,0.044,-0.181,0.008530,0.000,0.250,9.800,0.250,0.170,0.040,-0.0011,0.0000,0.0011,259.250,-1.500,0.062,231.352,-12,0,1,1,240,0,60
77088118,25.311,-0.050,0.045,-0.059,0.009138,0.010,0.250,9.800,0.250,0.170,0.040,0.0000,0.0000,0.0000,259.250,-1.500,0.062,231.352,-12,0,1,1,240,0,60
77089183,25.311,0.072,0.101,0.063,0.009399,0.010,0.250,9.800,0.060,0.040,0.100,0.0000,-0.0022,0.0022,259.250,-1.500,0.062,231.352,-12,0,1,1,240,0,60
77090099,25.255,0.163,-0.010,0.154,0.008953,0.010,0.250,9.800,-0.020,-0.010,-0.010,-0.0022,-0.0022,0.0011,259.250,-1.500,0.062,231.359,-12,0,1,1,240,0,60
77091073,25.255,0.281,-0.010,0.273,0.008059,0.010,0.250,9.800,-0.020,-0.010,-0.010,-0.0011,-0.0056,0.0022,259.250,-1.500,0.062,231.359,-12,0,1,1,240,0,60
77092062,25.255,0.404,0.079,0.397,0.007962,0.010,0.250,9.800,-0.040,-0.020,0.080,0.0022,-0.0044,0.0022,259.250,-1.500,0.062,231.359,-12,0,1,1,240,0,60
77093187,25.054,0.423,0.110,0.415,0.008444,0.010,0.250,9.800,-0.030,0.000,0.110,0.0000,-0.0078,0.0022,259.250,-1.500,0.062,231.382,-12,0,1,1,240,0,60
77094113,25.054,0.389,0.080,0.380,0.008582,0.010,0.250,9.800,-0.010,0.000,0.080,-0.0011,-0.0033,0.0000,259.250,-1.500,0.062,231.382,-12,0,1,1,240,0,60
77095115,25.054,0.359,-0.021,0.352,0.007794,0.010,0.250,9.800,-0.040,-0.040,-0.020,0.0022,-0.0033,0.0022,259.250,-1.500,0.062,231.382,-12,0,1,1,240,0,60
77096235,25.054,0.335,0.018,0.328,0.007231,0.010,0.250,9.800,-0.060,-0.070,0.020,0.0022,-0.0011,0.0044,259.250,-1.500,0.062,231.382,-12,0,1,1,240,0,60
77097562,25.393,0.511,0.067,0.503,0.007481,0.010,0.250,9.800,-0.100,-0.110,0.070,-0.0022,0.0011,0.0011,259.250,-1.500,0.062,231.343,-12,0,1,1,240,0,60
77098411,25.393,0.695,0.117,0.687,0.007588,0.010,0.250,9.800,-0.130,-0.110,0.120,0.0022,0.0011,-0.0011,259.250,-1.500,0.062,231.343,-12,0,1,1,240,0,60
77099407,25.393,0.874,0.069,0.866,0.007467,0.010,0.250,9.800,-0.120,-0.050,0.070,0.0011,0.0044,-0.0033,259.250,-1.500,0.062,231.343,-12,0,1,1,240,0,60
77100255,25.214,0.758,-0.031,0.751,0.006864,0.010,0.250,9.800,-0.080,-0.020,-0.030,0.0033,0.0022,0.0011,259.250,-1.500,0.062,231.363,-12,0,1,1,240,0,60
77101174,25.214,0.632,0.010,0.625,0.006564,0.010,0.250,9.800,-0.050,0.020,0.010,0.0011,0.0044,-0.0022,259.250,-1.500,0.062,231.363,-12,0,1,1,240,0,60
77102144,25.214,0.494,0.041,0.487,0.006892,0.010,0.250,9.800,-0.010,0.060,0.040,0.0000,0.0011,-0.0044,259.250,-1.500,0.062,231.363,-12,0,1,1,240,0,60
77103296,25.214,0.343,0.053,0.336,0.007216,0.010,0.250,9.800,0.040,0.100,0.050,0.0022,0.0044,-0.0022,259.250,-1.500,0.062,231.363,-12,0,1,1,240,0,60
77104212,25.393,0.401,0.052,0.394,0.007261,0.010,0.250,9.800,0.060,0.090,0.050,0.0022,0.0011,-0.0011,259.250,-1.500,0.062,231.343,-12,0,1,1,240,0,60
77105165,25.393,0.449,-0.038,0.443,0.006556,0.010,0.250,9.800,0.080,0.080,-0.040,0.0000,0.0033,0.0011,259.250,-1.500,0.062,231.343,-12,0,1,1,240,0,60
77106283,25.393,0.488,-0.009,0.482,0.005881,0.010,0.250,9.800,0.060,0.030,-0.010,0.0011,0.0011,-0.0011,259.250,-1.500,0.062,231.343,-12,0,1,1,240,0,60
77107197,25.393,0.576,0.060,0.570,0.006215,0.010,0.250,9.800,0.080,0.000,0.060,0.0011,0.0022,0.0000,259.250,-1.500,0.062,231.343,-12,0,1,1,240,0,60
77108177,25.435,0.680,0.060,0.673,0.006458,0.010,0.250,9.800,0.080,0.000,0.060,0.0000,-0.0022,0.0011,259.250,-1.500,0.062,231.338,-12,0,1,1,240,0,60
77109121,25.435,0.774,0.080,0.768,0.006060,0.010,0.250,9.800,0.070,0.000,0.080,0.0033,-0.0033,0.0011,259.250,-1.500,0.062,231.338,-12,0,1,1,240,0,60
77110407,25.435,0.774,-0.028,0.768,0.005513,0.010,0.250,9.800,0.030,0.070,-0.030,0.0033,-0.0011,0.0033,259.250,-1.500,0.062,231.338,-12,0,1,1,240,0,60
